Entity,Code,Year,"Transport (CAIT, 2020)"
Vietnam,VNM,2014,29400000
Vietnam,VNM,2015,32100000
Vietnam,VNM,2016,36900000
World,OWID_WRL,1990,4595400000
World,OWID_WRL,1991,4638700000
World,OWID_WRL,1992,4745900000
World,OWID_WRL,1993,4786900000
World,OWID_WRL,1994,4884300000
World,OWID_WRL,1995,5017100000
World,OWID_WRL,1996,5220200000
World,OWID_WRL,1997,5298900000
World,OWID_WRL,1998,5419100000
World,OWID_WRL,1999,5579000000
World,OWID_WRL,2000,5756800000
World,OWID_WRL,2001,5788200000
World,OWID_WRL,2002,5927400000
World,OWID_WRL,2003,6061400000
World,OWID_WRL,2004,6338300000
World,OWID_WRL,2005,6472700000
World,OWID_WRL,2006,6619200000
World,OWID_WRL,2007,6826900000
World,OWID_WRL,2008,6835300000
World,OWID_WRL,2009,6701900000
World,OWID_WRL,2010,6987000000
World,OWID_WRL,2011,7091400000
World,OWID_WRL,2012,7161300000
World,OWID_WRL,2013,7357000000
World,OWID_WRL,2014,7478800000
World,OWID_WRL,2015,7697700000
World,OWID_WRL,2016,7866000000
Yemen,YEM,1990,4000000
Yemen,YEM,1991,5100000
Yemen,YEM,1992,5400000
Yemen,YEM,1993,4400000
Yemen,YEM,1994,4400000
Yemen,YEM,1995,4000000
Yemen,YEM,1996,3800000
Yemen,YEM,1997,3800000
Yemen,YEM,1998,4099999.9999999995
Yemen,YEM,1999,4500000
Yemen,YEM,2000,4400000
Yemen,YEM,2001,4800000
Yemen,YEM,2002,4200000
Yemen,YEM,2003,5000000
Yemen,YEM,2004,5200000
Yemen,YEM,2005,5600000
Yemen,YEM,2006,5200000
Yemen,YEM,2007,4700000
Yemen,YEM,2008,5000000
Yemen,YEM,2009,8100000
Yemen,YEM,2010,7200000
Yemen,YEM,2011,6700000
Yemen,YEM,2012,5500000
Yemen,YEM,2013,8300000.000000001
Yemen,YEM,2014,8400000
Yemen,YEM,2015,3200000
Yemen,YEM,2016,2800000
Zambia,ZMB,1990,800000
Zambia,ZMB,1991,1000000
Zambia,ZMB,1992,900000
Zambia,ZMB,1993,700000
Zambia,ZMB,1994,800000
Zambia,ZMB,1995,800000
Zambia,ZMB,1996,600000
Zambia,ZMB,1997,700000
Zambia,ZMB,1998,700000
Zambia,ZMB,1999,700000
Zambia,ZMB,2000,700000
Zambia,ZMB,2001,800000
Zambia,ZMB,2002,800000
Zambia,ZMB,2003,900000
Zambia,ZMB,2004,900000
Zambia,ZMB,2005,1000000
Zambia,ZMB,2006,1000000
Zambia,ZMB,2007,500000
Zambia,ZMB,2008,500000
Zambia,ZMB,2009,600000
Zambia,ZMB,2010,700000
Zambia,ZMB,2011,700000
Zambia,ZMB,2012,900000
Zambia,ZMB,2013,1000000
Zambia,ZMB,2014,1100000
Zambia,ZMB,2015,1100000
Zambia,ZMB,2016,1200000
Zimbabwe,ZWE,1990,2100000
Zimbabwe,ZWE,1991,1600000
Zimbabwe,ZWE,1992,2200000
Zimbabwe,ZWE,1993,2000000
Zimbabwe,ZWE,1994,1700000
Zimbabwe,ZWE,1995,2200000
Zimbabwe,ZWE,1996,2100000
Zimbabwe,ZWE,1997,2100000
Zimbabwe,ZWE,1998,2100000
Zimbabwe,ZWE,1999,3100000
Zimbabwe,ZWE,2000,1900000
Zimbabwe,ZWE,2001,1800000
Zimbabwe,ZWE,2002,1700000
Zimbabwe,ZWE,2003,1400000
Zimbabwe,ZWE,2004,1200000
Zimbabwe,ZWE,2005,1300000
Zimbabwe,ZWE,2006,1300000
Zimbabwe,ZWE,2007,1200000
Zimbabwe,ZWE,2008,1000000
Zimbabwe,ZWE,2009,1100000
Zimbabwe,ZWE,2010,1300000
Zimbabwe,ZWE,2011,2300000
Zimbabwe,ZWE,2012,2600000
Zimbabwe,ZWE,2013,2900000
Zimbabwe,ZWE,2014,2600000
Zimbabwe,ZWE,2015,2500000
Zimbabwe,ZWE,2016,2100000
