Entity,Code,Year,"Transport (CAIT, 2020)"
Lithuania,LTU,1999,3400000
Lithuania,LTU,2000,3000000
Lithuania,LTU,2001,3300000
Lithuania,LTU,2002,3400000
Lithuania,LTU,2003,3500000
Lithuania,LTU,2004,3800000
Lithuania,LTU,2005,4099999.9999999995
Lithuania,LTU,2006,4300000
Lithuania,LTU,2007,5000000
Lithuania,LTU,2008,5000000
Lithuania,LTU,2009,4099999.9999999995
Lithuania,LTU,2010,4300000
Lithuania,LTU,2011,4300000
Lithuania,LTU,2012,4300000
Lithuania,LTU,2013,4300000
Lithuania,LTU,2014,4800000
Lithuania,LTU,2015,5100000
Lithuania,LTU,2016,5400000
Luxembourg,LUX,1990,2600000
Luxembourg,LUX,1991,3100000
Luxembourg,LUX,1992,3400000
Luxembourg,LUX,1993,3500000
Luxembourg,LUX,1994,3500000
Luxembourg,LUX,1995,3300000
Luxembourg,LUX,1996,3400000
Luxembourg,LUX,1997,3700000
Luxembourg,LUX,1998,3800000
Luxembourg,LUX,1999,4200000
Luxembourg,LUX,2000,4900000
Luxembourg,LUX,2001,5100000
Luxembourg,LUX,2002,5300000
Luxembourg,LUX,2003,5900000
Luxembourg,LUX,2004,6800000
Luxembourg,LUX,2005,7200000
Luxembourg,LUX,2006,6900000
Luxembourg,LUX,2007,6600000
Luxembourg,LUX,2008,6700000
Luxembourg,LUX,2009,6200000
Luxembourg,LUX,2010,6500000
Luxembourg,LUX,2011,6900000
Luxembourg,LUX,2012,6600000
Luxembourg,LUX,2013,6500000
Luxembourg,LUX,2014,6200000
Luxembourg,LUX,2015,5800000
Luxembourg,LUX,2016,5600000
Malaysia,MYS,1990,14600000
Malaysia,MYS,1991,15700000
Malaysia,MYS,1992,16700000
Malaysia,MYS,1993,17400000
Malaysia,MYS,1994,19300000
Malaysia,MYS,1995,20500000
Malaysia,MYS,1996,23400000
Malaysia,MYS,1997,26900000
Malaysia,MYS,1998,25100000
Malaysia,MYS,1999,30400000
Malaysia,MYS,2000,32200000.000000004
Malaysia,MYS,2001,35000000
Malaysia,MYS,2002,35800000
Malaysia,MYS,2003,38100000
Malaysia,MYS,2004,41000000
Malaysia,MYS,2005,40700000
Malaysia,MYS,2006,39000000
Malaysia,MYS,2007,41500000
Malaysia,MYS,2008,43600000
Malaysia,MYS,2009,42700000
Malaysia,MYS,2010,44100000
Malaysia,MYS,2011,44600000
Malaysia,MYS,2012,44600000
Malaysia,MYS,2013,58500000
Malaysia,MYS,2014,65500000
Malaysia,MYS,2015,61400000
Malaysia,MYS,2016,62800000
Malta,MLT,1990,500000
Malta,MLT,1991,500000
Malta,MLT,1992,500000
Malta,MLT,1993,600000
Malta,MLT,1994,600000
Malta,MLT,1995,700000
Malta,MLT,1996,500000
Malta,MLT,1997,700000
Malta,MLT,1998,700000
Malta,MLT,1999,600000
Malta,MLT,2000,500000
Malta,MLT,2001,400000
Malta,MLT,2002,300000
Malta,MLT,2003,400000
Malta,MLT,2004,400000
Malta,MLT,2005,500000
Malta,MLT,2006,500000
Malta,MLT,2007,500000
Malta,MLT,2008,600000
Malta,MLT,2009,500000
Malta,MLT,2010,600000
Malta,MLT,2011,600000
Malta,MLT,2012,500000
Malta,MLT,2013,600000
Malta,MLT,2014,500000
Malta,MLT,2015,600000
Malta,MLT,2016,600000
Mauritius,MUS,1990,400000
Mauritius,MUS,1991,500000
Mauritius,MUS,1992,500000
Mauritius,MUS,1993,500000
Mauritius,MUS,1994,500000
Mauritius,MUS,1995,500000
Mauritius,MUS,1996,500000
Mauritius,MUS,1997,500000
Mauritius,MUS,1998,500000
Mauritius,MUS,1999,700000
Mauritius,MUS,2000,800000
Mauritius,MUS,2001,800000
Mauritius,MUS,2002,800000
Mauritius,MUS,2003,800000
Mauritius,MUS,2004,800000
Mauritius,MUS,2005,900000
Mauritius,MUS,2006,900000
Mauritius,MUS,2007,800000
Mauritius,MUS,2008,800000
Mauritius,MUS,2009,900000
Mauritius,MUS,2010,900000
Mauritius,MUS,2011,900000
Mauritius,MUS,2012,1000000
Mauritius,MUS,2013,1000000
Mauritius,MUS,2014,1000000
Mauritius,MUS,2015,1000000
Mauritius,MUS,2016,1100000
Mexico,MEX,1990,83500000
Mexico,MEX,1991,89400000
Mexico,MEX,1992,89700000
Mexico,MEX,1993,91800000
Mexico,MEX,1994,97400000
Mexico,MEX,1995,89400000
Mexico,MEX,1996,91700000
Mexico,MEX,1997,95700000
Mexico,MEX,1998,98300000
Mexico,MEX,1999,101100000
Mexico,MEX,2000,105600000
Mexico,MEX,2001,107900000
Mexico,MEX,2002,109800000
Mexico,MEX,2003,116400000
Mexico,MEX,2004,122800000
Mexico,MEX,2005,130199999.99999999
Mexico,MEX,2006,137400000
Mexico,MEX,2007,145200000
Mexico,MEX,2008,151200000
Mexico,MEX,2009,147700000
Mexico,MEX,2010,150600000
Mexico,MEX,2011,151700000
Mexico,MEX,2012,152500000
Mexico,MEX,2013,150600000
Mexico,MEX,2014,151200000
Mexico,MEX,2015,150500000
Mexico,MEX,2016,155900000
Moldova,MDA,1990,2400000
Moldova,MDA,1991,2300000
Moldova,MDA,1992,2200000
Moldova,MDA,1993,1400000
Moldova,MDA,1994,1300000
Moldova,MDA,1995,1300000
Moldova,MDA,1996,1400000
Moldova,MDA,1997,1400000
Moldova,MDA,1998,1100000
Moldova,MDA,1999,700000
Moldova,MDA,2000,700000
Moldova,MDA,2001,700000
Moldova,MDA,2002,1000000
Moldova,MDA,2003,1100000
Moldova,MDA,2004,1300000
Moldova,MDA,2005,1200000
Moldova,MDA,2006,1200000
Moldova,MDA,2007,1300000
Moldova,MDA,2008,1600000
Moldova,MDA,2009,1500000
Moldova,MDA,2010,1700000
Moldova,MDA,2011,1900000
Moldova,MDA,2012,1600000
Moldova,MDA,2013,1700000
Moldova,MDA,2014,1800000
Moldova,MDA,2015,1900000
Moldova,MDA,2016,2000000
Mongolia,MNG,1990,1500000
Mongolia,MNG,1991,1000000
Mongolia,MNG,1992,900000
Mongolia,MNG,1993,1000000
Mongolia,MNG,1994,700000
Mongolia,MNG,1995,800000
Mongolia,MNG,1996,900000
Mongolia,MNG,1997,800000
Mongolia,MNG,1998,800000
Mongolia,MNG,1999,800000
Mongolia,MNG,2000,1000000
Mongolia,MNG,2001,900000
Mongolia,MNG,2002,1000000
Mongolia,MNG,2003,1000000
Mongolia,MNG,2004,1200000
Mongolia,MNG,2005,1000000
Mongolia,MNG,2006,1300000
Mongolia,MNG,2007,1500000
Mongolia,MNG,2008,1600000
Mongolia,MNG,2009,1500000
Mongolia,MNG,2010,1500000
Mongolia,MNG,2011,1700000
Mongolia,MNG,2012,1900000
Mongolia,MNG,2013,1900000
Mongolia,MNG,2014,2000000
Mongolia,MNG,2015,2000000
Mongolia,MNG,2016,1700000
Montenegro,MNE,2005,500000
Montenegro,MNE,2006,500000
Montenegro,MNE,2007,600000
Montenegro,MNE,2008,600000
Montenegro,MNE,2009,600000
Montenegro,MNE,2010,700000
Montenegro,MNE,2011,600000
Montenegro,MNE,2012,600000
Montenegro,MNE,2013,500000
Montenegro,MNE,2014,500000
Montenegro,MNE,2015,600000
Montenegro,MNE,2016,700000
Morocco,MAR,1990,3900000
Morocco,MAR,1991,4300000
Morocco,MAR,1992,4800000
Morocco,MAR,1993,5200000
Morocco,MAR,1994,5600000
Morocco,MAR,1995,6000000
Morocco,MAR,1996,6400000
Morocco,MAR,1997,6800000
Morocco,MAR,1998,7300000
Morocco,MAR,1999,7800000
Morocco,MAR,2000,8199999.999999999
Morocco,MAR,2001,8600000
Morocco,MAR,2002,9000000
Morocco,MAR,2003,9400000
Morocco,MAR,2004,9800000
Morocco,MAR,2005,10200000
Morocco,MAR,2006,10500000
Morocco,MAR,2007,11200000
Morocco,MAR,2008,12200000
Morocco,MAR,2009,12900000
Morocco,MAR,2010,13600000
Morocco,MAR,2011,14400000
Morocco,MAR,2012,14600000
Morocco,MAR,2013,15200000
Morocco,MAR,2014,15400000
Morocco,MAR,2015,16399999.999999998
Morocco,MAR,2016,17100000
Mozambique,MOZ,1990,600000
Mozambique,MOZ,1991,500000
Mozambique,MOZ,1992,700000
Mozambique,MOZ,1993,900000
Mozambique,MOZ,1994,700000
Mozambique,MOZ,1995,700000
Mozambique,MOZ,1996,800000
Mozambique,MOZ,1997,800000
Mozambique,MOZ,1998,800000
Mozambique,MOZ,1999,800000
Mozambique,MOZ,2000,800000
Mozambique,MOZ,2001,800000
Mozambique,MOZ,2002,900000
Mozambique,MOZ,2003,1100000
Mozambique,MOZ,2004,1100000
Mozambique,MOZ,2005,1000000
Mozambique,MOZ,2006,1100000
Mozambique,MOZ,2007,1400000
Mozambique,MOZ,2008,1400000
Mozambique,MOZ,2009,1500000
Mozambique,MOZ,2010,1700000
Mozambique,MOZ,2011,2000000
Mozambique,MOZ,2012,1900000
Mozambique,MOZ,2013,2100000
Mozambique,MOZ,2014,2200000
Mozambique,MOZ,2015,2500000
Mozambique,MOZ,2016,3900000
Myanmar,MMR,1990,1300000
Myanmar,MMR,1991,1300000
Myanmar,MMR,1992,1000000
Myanmar,MMR,1993,1600000
Myanmar,MMR,1994,1800000
Myanmar,MMR,1995,2700000
Myanmar,MMR,1996,2900000
Myanmar,MMR,1997,2400000
Myanmar,MMR,1998,3000000
Myanmar,MMR,1999,3000000
Myanmar,MMR,2000,3500000
Myanmar,MMR,2001,2800000
Myanmar,MMR,2002,3500000
Myanmar,MMR,2003,3900000
Myanmar,MMR,2004,4300000
Myanmar,MMR,2005,4700000
Myanmar,MMR,2006,4000000
Myanmar,MMR,2007,4500000
Myanmar,MMR,2008,2100000
Myanmar,MMR,2009,2300000
Myanmar,MMR,2010,2300000
Myanmar,MMR,2011,2400000
Myanmar,MMR,2012,3000000
Myanmar,MMR,2013,3500000
Myanmar,MMR,2014,4000000
Myanmar,MMR,2015,4300000
Myanmar,MMR,2016,4400000
Namibia,NAM,1991,500000
Namibia,NAM,1992,500000
Namibia,NAM,1993,500000
Namibia,NAM,1994,600000
Namibia,NAM,1995,600000
Namibia,NAM,1996,1000000
Namibia,NAM,1997,1100000
Namibia,NAM,1998,1100000
Namibia,NAM,1999,1100000
Namibia,NAM,2000,1100000
Namibia,NAM,2001,1400000
Namibia,NAM,2002,1200000
Namibia,NAM,2003,1200000
Namibia,NAM,2004,1300000
Namibia,NAM,2005,1500000
Namibia,NAM,2006,1400000
Namibia,NAM,2007,1400000
Namibia,NAM,2008,1500000
Namibia,NAM,2009,1700000
Namibia,NAM,2010,1800000
Namibia,NAM,2011,1800000
Namibia,NAM,2012,1700000
Namibia,NAM,2013,1900000
Namibia,NAM,2014,2000000
Namibia,NAM,2015,2100000
Namibia,NAM,2016,2200000
Nepal,NPL,1990,300000
Nepal,NPL,1991,400000
Nepal,NPL,1992,400000
Nepal,NPL,1993,500000
Nepal,NPL,1994,600000
Nepal,NPL,1995,600000
Nepal,NPL,1996,600000
Nepal,NPL,1997,700000
Nepal,NPL,1998,800000
Nepal,NPL,1999,800000
Nepal,NPL,2000,800000
Nepal,NPL,2001,800000
Nepal,NPL,2002,800000
Nepal,NPL,2003,800000
Nepal,NPL,2004,800000
Nepal,NPL,2005,800000
Nepal,NPL,2006,900000
Nepal,NPL,2007,900000
Nepal,NPL,2008,1300000
Nepal,NPL,2009,1800000
Nepal,NPL,2010,1900000
Nepal,NPL,2011,2000000
Nepal,NPL,2012,2200000
Nepal,NPL,2013,2400000
Nepal,NPL,2014,2700000
Nepal,NPL,2015,2300000
Nepal,NPL,2016,3900000
Netherlands,NLD,1990,27100000
Netherlands,NLD,1991,27500000
Netherlands,NLD,1992,29000000
Netherlands,NLD,1993,29900000
Netherlands,NLD,1994,29300000
Netherlands,NLD,1995,29600000
Netherlands,NLD,1996,30800000
Netherlands,NLD,1997,30800000
Netherlands,NLD,1998,31500000
Netherlands,NLD,1999,32100000
Netherlands,NLD,2000,32100000
Netherlands,NLD,2001,32400000
Netherlands,NLD,2002,33100000
Netherlands,NLD,2003,33700000
Netherlands,NLD,2004,34200000
Netherlands,NLD,2005,34400000
Netherlands,NLD,2006,35300000
Netherlands,NLD,2007,34600000
Netherlands,NLD,2008,35000000
Netherlands,NLD,2009,33400000
Netherlands,NLD,2010,34100000
Netherlands,NLD,2011,34100000
Netherlands,NLD,2012,32700000.000000004
Netherlands,NLD,2013,31800000
Netherlands,NLD,2014,29500000
Netherlands,NLD,2015,30100000
Netherlands,NLD,2016,30100000
New Zealand,NZL,1990,8700000
New Zealand,NZL,1991,8700000
New Zealand,NZL,1992,9000000
New Zealand,NZL,1993,9400000
New Zealand,NZL,1994,10100000
New Zealand,NZL,1995,10800000
New Zealand,NZL,1996,10900000
New Zealand,NZL,1997,11100000
New Zealand,NZL,1998,11300000
New Zealand,NZL,1999,11600000
New Zealand,NZL,2000,12100000
New Zealand,NZL,2001,12200000
New Zealand,NZL,2002,12600000
New Zealand,NZL,2003,13200000
New Zealand,NZL,2004,13500000
New Zealand,NZL,2005,13500000
New Zealand,NZL,2006,13700000
New Zealand,NZL,2007,13800000
New Zealand,NZL,2008,13900000
New Zealand,NZL,2009,13600000
New Zealand,NZL,2010,13600000
New Zealand,NZL,2011,13600000
New Zealand,NZL,2012,13500000
New Zealand,NZL,2013,13700000
New Zealand,NZL,2014,13800000
New Zealand,NZL,2015,14400000
New Zealand,NZL,2016,14600000
Nicaragua,NIC,1990,700000
Nicaragua,NIC,1991,800000
Nicaragua,NIC,1992,900000
Nicaragua,NIC,1993,1000000
Nicaragua,NIC,1994,1000000
Nicaragua,NIC,1995,1100000
Nicaragua,NIC,1996,1200000
Nicaragua,NIC,1997,1200000
Nicaragua,NIC,1998,1300000
Nicaragua,NIC,1999,1400000
Nicaragua,NIC,2000,1500000
Nicaragua,NIC,2001,1500000
Nicaragua,NIC,2002,1500000
Nicaragua,NIC,2003,1500000
Nicaragua,NIC,2004,1500000
Nicaragua,NIC,2005,1500000
Nicaragua,NIC,2006,1500000
Nicaragua,NIC,2007,1600000
Nicaragua,NIC,2008,1500000
Nicaragua,NIC,2009,1500000
Nicaragua,NIC,2010,1600000
Nicaragua,NIC,2011,1700000
Nicaragua,NIC,2012,1800000
Nicaragua,NIC,2013,1800000
Nicaragua,NIC,2014,2000000
Nicaragua,NIC,2015,2200000
Nicaragua,NIC,2016,2400000
Niger,NER,2000,300000
Niger,NER,2001,400000
Niger,NER,2002,400000
Niger,NER,2003,400000
Niger,NER,2004,400000
Niger,NER,2005,400000
Niger,NER,2006,400000
Niger,NER,2007,500000
Niger,NER,2008,500000
Niger,NER,2009,700000
Niger,NER,2010,800000
Niger,NER,2011,800000
Niger,NER,2012,1000000
Niger,NER,2013,1100000
Niger,NER,2014,1200000
Niger,NER,2015,1200000
Niger,NER,2016,1200000
Nigeria,NGA,1990,11800000
Nigeria,NGA,1991,15300000
Nigeria,NGA,1992,18700000
Nigeria,NGA,1993,16100000.000000002
Nigeria,NGA,1994,12900000
Nigeria,NGA,1995,14900000
Nigeria,NGA,1996,17100000
Nigeria,NGA,1997,21900000
Nigeria,NGA,1998,18000000
Nigeria,NGA,1999,19600000
Nigeria,NGA,2000,21900000
Nigeria,NGA,2001,26600000
Nigeria,NGA,2002,27600000
Nigeria,NGA,2003,29100000
Nigeria,NGA,2004,29600000
Nigeria,NGA,2005,28700000
Nigeria,NGA,2006,24100000
Nigeria,NGA,2007,21000000
Nigeria,NGA,2008,25200000
Nigeria,NGA,2009,23500000
Nigeria,NGA,2010,27800000
Nigeria,NGA,2011,24900000
Nigeria,NGA,2012,25600000
Nigeria,NGA,2013,44300000
Nigeria,NGA,2014,48800000
Nigeria,NGA,2015,44400000
Nigeria,NGA,2016,50800000
North Korea,PRK,1990,4700000
North Korea,PRK,1991,4200000
North Korea,PRK,1992,3400000
North Korea,PRK,1993,3100000
North Korea,PRK,1994,2100000
North Korea,PRK,1995,2500000
North Korea,PRK,1996,2000000
North Korea,PRK,1997,1100000
North Korea,PRK,1998,2100000
North Korea,PRK,1999,900000
North Korea,PRK,2000,1700000
North Korea,PRK,2001,1600000
North Korea,PRK,2002,1600000
North Korea,PRK,2003,1500000
North Korea,PRK,2004,1500000
North Korea,PRK,2005,1300000
North Korea,PRK,2006,1000000
North Korea,PRK,2007,1200000
North Korea,PRK,2008,1200000
North Korea,PRK,2009,1300000
North Korea,PRK,2010,1300000
North Korea,PRK,2011,1300000
North Korea,PRK,2012,1300000
North Korea,PRK,2013,1400000
North Korea,PRK,2014,1300000
North Korea,PRK,2015,1400000
North Korea,PRK,2016,1400000
North Macedonia,MKD,1990,800000
North Macedonia,MKD,1991,800000
North Macedonia,MKD,1992,800000
North Macedonia,MKD,1993,1500000
North Macedonia,MKD,1994,900000
North Macedonia,MKD,1995,900000
North Macedonia,MKD,1996,1700000
North Macedonia,MKD,1997,1500000
North Macedonia,MKD,1998,1000000
North Macedonia,MKD,1999,1100000
North Macedonia,MKD,2000,1000000
North Macedonia,MKD,2001,900000
North Macedonia,MKD,2002,1000000
North Macedonia,MKD,2003,1000000
North Macedonia,MKD,2004,1000000
North Macedonia,MKD,2005,1000000
North Macedonia,MKD,2006,1000000
North Macedonia,MKD,2007,1200000
North Macedonia,MKD,2008,1200000
North Macedonia,MKD,2009,1300000
North Macedonia,MKD,2010,1300000
North Macedonia,MKD,2011,1400000
North Macedonia,MKD,2012,1400000
North Macedonia,MKD,2013,1500000
North Macedonia,MKD,2014,1600000
North Macedonia,MKD,2015,1800000
North Macedonia,MKD,2016,2000000
Norway,NOR,1990,10000000
Norway,NOR,1991,10200000
Norway,NOR,1992,10400000
Norway,NOR,1993,11000000
Norway,NOR,1994,10800000
Norway,NOR,1995,11500000
Norway,NOR,1996,12000000
Norway,NOR,1997,12200000
Norway,NOR,1998,12700000
Norway,NOR,1999,12900000
Norway,NOR,2000,12100000
Norway,NOR,2001,12300000
Norway,NOR,2002,12300000
Norway,NOR,2003,12600000
Norway,NOR,2004,13000000
Norway,NOR,2005,13100000
Norway,NOR,2006,13700000
Norway,NOR,2007,14300000
Norway,NOR,2008,13900000
Norway,NOR,2009,13600000
Norway,NOR,2010,14400000
Norway,NOR,2011,14500000
Norway,NOR,2012,14500000
Norway,NOR,2013,14100000
Norway,NOR,2014,14000000
Norway,NOR,2015,13800000
Norway,NOR,2016,13300000
Oman,OMN,1990,1700000
Oman,OMN,1991,1800000
Oman,OMN,1992,2000000
Oman,OMN,1993,2100000
Oman,OMN,1994,2100000
Oman,OMN,1995,2200000
Oman,OMN,1996,2300000
Oman,OMN,1997,2400000
Oman,OMN,1998,2500000
Oman,OMN,1999,2500000
Oman,OMN,2000,2600000
Oman,OMN,2001,2900000
Oman,OMN,2002,2800000
Oman,OMN,2003,3000000
Oman,OMN,2004,3200000
Oman,OMN,2005,3700000
Oman,OMN,2006,4099999.9999999995
Oman,OMN,2007,6200000
Oman,OMN,2008,7300000
Oman,OMN,2009,7400000
Oman,OMN,2010,8199999.999999999
Oman,OMN,2011,9500000
Oman,OMN,2012,10800000
Oman,OMN,2013,11900000
Oman,OMN,2014,12400000
Oman,OMN,2015,13100000
Oman,OMN,2016,12300000
Pakistan,PAK,1990,13800000
Pakistan,PAK,1991,14300000
Pakistan,PAK,1992,16100000.000000002
Pakistan,PAK,1993,18400000
Pakistan,PAK,1994,19500000
Pakistan,PAK,1995,20200000
Pakistan,PAK,1996,22800000
Pakistan,PAK,1997,23300000
Pakistan,PAK,1998,24600000
Pakistan,PAK,1999,25900000
Pakistan,PAK,2000,25600000
Pakistan,PAK,2001,25500000
Pakistan,PAK,2002,25900000
Pakistan,PAK,2003,27100000
Pakistan,PAK,2004,29300000
Pakistan,PAK,2005,27200000
Pakistan,PAK,2006,27600000
Pakistan,PAK,2007,33200000.000000004
Pakistan,PAK,2008,32200000.000000004
Pakistan,PAK,2009,32700000.000000004
Pakistan,PAK,2010,33400000
Pakistan,PAK,2011,35000000
Pakistan,PAK,2012,35800000
Pakistan,PAK,2013,36600000
Pakistan,PAK,2014,39100000
Pakistan,PAK,2015,44000000
Pakistan,PAK,2016,46200000
Panama,PAN,1990,1300000
Panama,PAN,1991,1300000
Panama,PAN,1992,1400000
Panama,PAN,1993,1500000
Panama,PAN,1994,1600000
Panama,PAN,1995,1700000
Panama,PAN,1996,1800000
Panama,PAN,1997,1900000
Panama,PAN,1998,2200000
Panama,PAN,1999,2300000
Panama,PAN,2000,2300000
Panama,PAN,2001,2200000
Panama,PAN,2002,2400000
Panama,PAN,2003,2500000
Panama,PAN,2004,2600000
Panama,PAN,2005,2900000
Panama,PAN,2006,3000000
Panama,PAN,2007,2800000
Panama,PAN,2008,3100000
Panama,PAN,2009,3400000
Panama,PAN,2010,3500000
Panama,PAN,2011,3600000
Panama,PAN,2012,3700000
Panama,PAN,2013,3700000
Panama,PAN,2014,3900000
Panama,PAN,2015,4300000
Panama,PAN,2016,4700000
Paraguay,PRY,1990,1600000
Paraguay,PRY,1991,1500000
Paraguay,PRY,1992,1800000
Paraguay,PRY,1993,2300000
Paraguay,PRY,1994,2600000
Paraguay,PRY,1995,2900000
Paraguay,PRY,1996,3000000
Paraguay,PRY,1997,3300000
Paraguay,PRY,1998,3500000
Paraguay,PRY,1999,3500000
Paraguay,PRY,2000,2800000
Paraguay,PRY,2001,3000000
Paraguay,PRY,2002,3200000
Paraguay,PRY,2003,3400000
Paraguay,PRY,2004,3400000
Paraguay,PRY,2005,3100000
Paraguay,PRY,2006,3200000
Paraguay,PRY,2007,3500000
Paraguay,PRY,2008,3700000
Paraguay,PRY,2009,3800000
Paraguay,PRY,2010,4300000
Paraguay,PRY,2011,4500000
Paraguay,PRY,2012,4600000
Paraguay,PRY,2013,4600000
Paraguay,PRY,2014,4800000
Paraguay,PRY,2015,5300000
Paraguay,PRY,2016,6000000
Peru,PER,1990,7100000
Peru,PER,1991,6400000
Peru,PER,1992,6900000
Peru,PER,1993,7100000
Peru,PER,1994,8000000
Peru,PER,1995,8700000
Peru,PER,1996,9100000
Peru,PER,1997,9400000
Peru,PER,1998,9300000
Peru,PER,1999,9900000
Peru,PER,2000,9700000
Peru,PER,2001,9100000
Peru,PER,2002,8900000
Peru,PER,2003,9400000
Peru,PER,2004,10600000
Peru,PER,2005,10100000
Peru,PER,2006,10800000
Peru,PER,2007,11300000
Peru,PER,2008,13800000
Peru,PER,2009,15100000
Peru,PER,2010,16399999.999999998
Peru,PER,2011,17000000
Peru,PER,2012,17400000
Peru,PER,2013,18700000
Peru,PER,2014,18700000
Peru,PER,2015,20400000
Peru,PER,2016,22300000
Philippines,PHL,1990,13700000
Philippines,PHL,1991,13900000
Philippines,PHL,1992,15900000
Philippines,PHL,1993,16900000
Philippines,PHL,1994,18500000
Philippines,PHL,1995,22200000
Philippines,PHL,1996,25100000
Philippines,PHL,1997,27100000
Philippines,PHL,1998,27300000
Philippines,PHL,1999,27200000
Philippines,PHL,2000,24600000
Philippines,PHL,2001,26600000
Philippines,PHL,2002,26800000
Philippines,PHL,2003,25800000
Philippines,PHL,2004,26700000
Philippines,PHL,2005,25200000
Philippines,PHL,2006,23400000
Philippines,PHL,2007,22000000
Philippines,PHL,2008,22200000
Philippines,PHL,2009,23300000
Philippines,PHL,2010,23700000
Philippines,PHL,2011,23500000
Philippines,PHL,2012,24500000
Philippines,PHL,2013,25600000
Philippines,PHL,2014,26600000
Philippines,PHL,2015,30800000
Philippines,PHL,2016,33299999.999999996
Poland,POL,1990,20200000
Poland,POL,1991,21100000
Poland,POL,1992,21500000
Poland,POL,1993,20900000
Poland,POL,1994,21500000
Poland,POL,1995,22300000
Poland,POL,1996,25300000
Poland,POL,1997,26700000
Poland,POL,1998,28200000
Poland,POL,1999,30700000
Poland,POL,2000,27000000
Poland,POL,2001,26800000
Poland,POL,2002,25900000
Poland,POL,2003,28300000
Poland,POL,2004,32100000
Poland,POL,2005,34500000
Poland,POL,2006,38300000
Poland,POL,2007,42300000
Poland,POL,2008,44300000
Poland,POL,2009,44700000
Poland,POL,2010,47100000
Poland,POL,2011,47700000
Poland,POL,2012,45900000
Poland,POL,2013,43200000
Poland,POL,2014,43800000
Poland,POL,2015,46700000
Poland,POL,2016,53300000
Portugal,PRT,1990,9700000
Portugal,PRT,1991,10300000
Portugal,PRT,1992,11300000
Portugal,PRT,1993,11800000
Portugal,PRT,1994,12400000
Portugal,PRT,1995,12900000
Portugal,PRT,1996,13700000
Portugal,PRT,1997,14200000
Portugal,PRT,1998,15500000
Portugal,PRT,1999,16200000
Portugal,PRT,2000,17600000
Portugal,PRT,2001,17900000
Portugal,PRT,2002,18500000
Portugal,PRT,2003,19400000
Portugal,PRT,2004,19900000
Portugal,PRT,2005,19100000
Portugal,PRT,2006,19000000
Portugal,PRT,2007,19200000
Portugal,PRT,2008,19200000
Portugal,PRT,2009,19000000
Portugal,PRT,2010,18500000
Portugal,PRT,2011,17200000
Portugal,PRT,2012,15800000
Portugal,PRT,2013,15600000
Portugal,PRT,2014,15700000
Portugal,PRT,2015,15800000
Portugal,PRT,2016,16100000.000000002
Qatar,QAT,1990,1500000
Qatar,QAT,1991,1500000
Qatar,QAT,1992,1600000
Qatar,QAT,1993,1700000
Qatar,QAT,1994,1800000
Qatar,QAT,1995,2000000
Qatar,QAT,1996,2100000
Qatar,QAT,1997,2300000
Qatar,QAT,1998,2500000
Qatar,QAT,1999,2300000
Qatar,QAT,2000,2400000
Qatar,QAT,2001,2600000
Qatar,QAT,2002,2900000
Qatar,QAT,2003,3400000
Qatar,QAT,2004,3800000
Qatar,QAT,2005,4700000
Qatar,QAT,2006,5600000
Qatar,QAT,2007,6500000
Qatar,QAT,2008,8400000
Qatar,QAT,2009,8500000
Qatar,QAT,2010,8900000
Qatar,QAT,2011,9800000
Qatar,QAT,2012,9300000
Qatar,QAT,2013,10100000
Qatar,QAT,2014,12300000
Qatar,QAT,2015,12800000
Qatar,QAT,2016,13200000
Romania,ROU,1990,11700000
Romania,ROU,1991,10300000
Romania,ROU,1992,10400000
Romania,ROU,1993,8300000.000000001
Romania,ROU,1994,8900000
Romania,ROU,1995,8199999.999999999
Romania,ROU,1996,11500000
Romania,ROU,1997,11700000
Romania,ROU,1998,11100000
Romania,ROU,1999,9300000
Romania,ROU,2000,9500000
Romania,ROU,2001,11500000
Romania,ROU,2002,11800000
Romania,ROU,2003,12400000
Romania,ROU,2004,12900000
Romania,ROU,2005,12100000
Romania,ROU,2006,12500000
Romania,ROU,2007,13200000
Romania,ROU,2008,14800000
Romania,ROU,2009,14900000
Romania,ROU,2010,13800000
Romania,ROU,2011,14000000
Romania,ROU,2012,15300000
Romania,ROU,2013,14900000
Romania,ROU,2014,15300000
Romania,ROU,2015,15400000
Romania,ROU,2016,16500000
Russia,RUS,1990,298800000
Russia,RUS,1991,293100000
Russia,RUS,1992,280700000
Russia,RUS,1993,235600000
Russia,RUS,1994,207100000
Russia,RUS,1995,190900000
Russia,RUS,1996,181500000
Russia,RUS,1997,166600000
Russia,RUS,1998,196400000
Russia,RUS,1999,198100000
Russia,RUS,2000,189200000
Russia,RUS,2001,195600000
Russia,RUS,2002,198600000
Russia,RUS,2003,207600000
Russia,RUS,2004,222200000
Russia,RUS,2005,220900000
Russia,RUS,2006,229200000
Russia,RUS,2007,230700000
Russia,RUS,2008,245300000
Russia,RUS,2009,228300000
Russia,RUS,2010,244100000
Russia,RUS,2011,249700000
Russia,RUS,2012,237300000
Russia,RUS,2013,238700000
Russia,RUS,2014,241400000
Russia,RUS,2015,240600000
Russia,RUS,2016,240200000
Saudi Arabia,SAU,1990,49400000
Saudi Arabia,SAU,1991,51500000
Saudi Arabia,SAU,1992,54500000
Saudi Arabia,SAU,1993,57400000
Saudi Arabia,SAU,1994,61200000
Saudi Arabia,SAU,1995,54100000
Saudi Arabia,SAU,1996,56900000
