,Entity,Year,Deaths %,CO2 Emissions,CO2 Emissions Per Cap,Food Emissions,Total GHG,Consumption of Ozone,Shared CO2 Emissions,Transport
2018,Senegal,2007,13.964788959696309,4862531,0.4161,17817652.599999998,28440000.0,46.6,0.02,2000000.0
2019,Senegal,2008,14.31193914840613,4740295,0.3949,18184273.1,30060000.0,42.9,0.01,2200000.0
2020,Senegal,2009,14.65477694182864,5257668,0.4262,18695878.8,29780000.0,39.8,0.02,2000000.0
2021,Senegal,2010,14.050815244747362,6862391,0.5413,19323225.0,31390000.0,37.5,0.02,2100000.0
2022,Senegal,2011,14.25928522329724,7818837,0.5999,20835125.8,30980000.0,36.14,0.02,2200000.0
2023,Senegal,2012,14.23420886121095,7362129,0.5493,21128404.6,30100000.0,36.14,0.02,2100000.0
2024,Senegal,2013,14.44530695160485,7852669,0.5698,21243974.9,31330000.0,7.7,0.02,2300000.0
2025,Singapore,1990,8.8077598257414,43535575,14.4494,2833235.4,31620000.0,4854.2,0.19,4100000.0
2026,Singapore,1991,8.31151968229597,44235472,14.2642,3036215.4,34800000.0,1823.2,0.19,4900000.0
2027,Singapore,1992,7.90981618038827,47441472,14.8271,2969725.4000000004,37360000.0,2354.8,0.21,4800000.0
2028,Singapore,1993,7.5544652364848,49661856,15.0226,3248525.4,44300000.0,2816.3,0.22,4700000.0
2029,Singapore,1994,7.308157684168711,60085936,17.5911,3504245.4,47850000.0,1154.3,0.26,5100000.0
2030,Singapore,1995,7.10529110524505,40545824,11.4992,3617515.4,49200000.0,991.8,0.17,5600000.0
2031,Singapore,1996,7.08611054668659,48012941,13.197,3753329.0,50600000.0,173.5,0.2,5100000.0
2032,Singapore,1997,7.042749139999111,56737040,15.1213,3912538.8,50760000.0,-31.5,0.23,5100000.0
2033,Singapore,1998,7.03313647132648,47412160,12.2806,3910374.1,49750000.0,123.0,0.2,5100000.0
2034,Singapore,1999,6.83468925628086,49200192,12.4408,4122306.2,50640000.0,186.8,0.2,5100000.0
2035,Singapore,2000,6.731954375214751,48394112,12.0118,4272302.7,55260000.0,168.0,0.19,5200000.0
2036,Singapore,2001,6.57260168072116,49200212,12.0673,4427800.0,55120000.0,157.5,0.19,5300000.0
2037,Singapore,2002,6.35539009154284,47093392,11.4739,4580060.0,54180000.0,146.7,0.18,5300000.0
2038,Singapore,2003,6.12874699781039,49438352,11.9728,4514490.0,51120000.0,181.2,0.18,5300000.0
2039,Singapore,2004,5.90173273785522,46858896,11.2178,4849120.0,52490000.0,215.8,0.16,5400000.0
2040,Singapore,2005,5.77600169954862,36467792,8.5491,4944580.0,50800000.0,150.7,0.12,5600000.0
2041,Singapore,2006,5.572528375480021,43044672,9.7777,5151560.0,51400000.0,331.1,0.14,5800000.0
2042,Singapore,2007,5.397052901077791,47518416,10.3783,5423880.0,52660000.0,162.6,0.15,6000000.0
2043,Singapore,2008,5.2012105994906,57572432,12.055,5511380.0,52820000.0,168.7,0.18,6100000.0
2044,Singapore,2009,5.03156692556421,90097760,18.1407,5284010.0,53890000.0,226.9,0.29,6700000.0
2045,Singapore,2010,4.94056754969086,56619792,11.0345,5487230.0,58160000.0,207.0,0.17,7000000.0
2046,Singapore,2011,4.99151796247289,30271968,5.7511,5715275.8,61310000.0,111.56,0.09,7600000.0
2047,Singapore,2012,5.19505193257176,48144960,8.9664,5771030.0,61100000.0,169.27,0.14,7400000.0
2048,Singapore,2013,5.45475565077476,54366432,9.9687,5758590.0,62280000.0,116.7,0.15,7100000.0
2049,Slovakia,1991,10.62421202584807,53282005,10.0357,13262619.24,48990000.0,6.0,0.23,3400000.0
2050,Slovakia,1992,10.55970807425958,48875446,9.1715,11930942.42,46490000.0,918.1,0.22,3500000.0
2051,Slovakia,1993,10.49336640487366,46332794,8.6649,12530368.1,43810000.0,1299.1,0.2,2900000.0
2052,Slovakia,1994,10.37259350154718,43731639,8.1545,11533605.5,41110000.0,634.3,0.19,3400000.0
2053,Slovakia,1995,10.30822154232273,44174112,8.2177,11629590.1,41660000.0,391.3,0.19,3800000.0
2054,Slovakia,1996,10.08052856072271,44041773,8.1789,11983355.2,41750000.0,1.2,0.18,3500000.0
2055,Slovakia,1997,9.77879331361126,44171521,8.1933,12049396.9,41570000.0,10.2,0.18,4100000.0
2056,Slovakia,1998,9.38541152350267,43931936,8.1427,11445840.7,40360000.0,12.6,0.18,4200000.0
2057,Slovakia,1999,9.04307749836951,43061279,7.9777,11086269.3,38850000.0,3.7,0.18,4200000.0
2058,Slovakia,2000,8.7914040841881,41152237,7.6219,11075121.3,36310000.0,5.0,0.16,4100000.0
2059,Slovakia,2001,8.70389095526507,43245270,8.0084,10192365.8,37650000.0,6.8,0.17,5300000.0
2060,Slovakia,2002,8.636494490965841,41974800,7.7729,9900375.9,37060000.0,4.5,0.16,6100000.0
2061,Slovakia,2003,8.59960839126162,42306683,7.8348,9955567.8,37340000.0,3.5,0.15,5600000.0
2062,Slovenia,1990,8.50378022661851,15082957,7.5174,4335562.699999999,10980000.0,1336.1,0.07,2600000.0
2063,Slovenia,1991,8.59838004697448,13962073,6.954,3966922.7,9940000.0,1152.9,0.06,2500000.0
2064,Slovenia,1992,8.66348655342043,13872606,6.9178,3784982.7,9670000.0,1207.8,0.06,2600000.0
2065,Slovenia,1993,8.673293585906459,14233705,7.1149,3902262.7,10460000.0,684.9,0.06,3100000.0
2066,Slovenia,1994,8.59168144525985,14628136,7.3312,3896222.7,10480000.0,636.3,0.06,3400000.0
2067,Slovenia,1995,8.43862232169401,15342484,7.7054,3922382.7,11410000.0,419.3,0.07,3800000.0
2068,Slovenia,1996,8.21119881174811,15987079,8.0394,4241034.4,12230000.0,11.5,0.07,4400000.0
2069,Slovenia,1997,7.95916710609689,16506545,8.3054,4387381.600000001,12690000.0,9.0,0.07,4600000.0
2070,Slovenia,1998,7.65031525803159,16035292,8.0685,4434972.2,12360000.0,7.5,0.07,3800000.0
2071,Slovenia,1999,7.3481053691845,15405339,7.7506,4482154.600000001,11620000.0,6.0,0.06,3600000.0
2072,Slovenia,2000,7.051651730890029,15043127,7.5681,4608740.0,11420000.0,7.8,0.06,3500000.0
2073,Slovenia,2001,6.85608965546998,16288266,8.1955,4843432.0,8770000.0,9.3,0.06,3700000.0
2074,Slovenia,2002,6.68429056722273,16547109,8.3266,5014273.5,8840000.0,6.5,0.06,3800000.0
2075,Slovenia,2003,6.557032776751461,16249618,8.1744,5175290.1,8830000.0,6.6,0.06,3900000.0
2076,South Africa,1990,9.52141024580753,312972667,8.5046,76664556.5,315930000.0,18726.3,1.38,29500000.0
2077,South Africa,1991,9.41029912549303,326069086,8.6447,76730156.5,311920000.0,7125.3,1.4,29600000.0
2078,South Africa,1992,9.33750675717321,301367423,7.7928,76188956.5,308890000.0,10327.9,1.34,30100000.0
2079,South Africa,1993,9.21662988061288,320391282,8.0838,75796156.5,317250000.0,6405.6,1.41,30200000.0
2080,South Africa,1994,9.12786876841481,338624941,8.3479,77690956.5,323240000.0,3390.5,1.47,31300000.0
2081,South Africa,1995,8.90466209328719,361639961,8.7277,79309381.8,333660000.0,2496.6,1.54,35200000.0
2082,South Africa,1996,8.8968608041173,363672943,8.6095,80131671.7,342300000.0,798.5,1.51,34300000.0
2083,South Africa,1997,8.770487266648,385459512,8.9668,81544950.1,355600000.0,953.7,1.59,35200000.0
2084,South Africa,1998,8.43365373471808,377313339,8.6377,83248565.9,363580000.0,1019.9,1.56,34900000.0
2085,South Africa,1999,7.95533358651648,374830818,8.4538,81688368.0,342280000.0,975.1,1.53,35400000.0
2086,South Africa,2000,7.64420250185647,378254856,8.4117,77712737.8,345420000.0,815.3,1.5,35200000.0
2087,South Africa,2001,7.22701986089748,371516696,8.1524,80420866.0,380990000.0,723.6,1.46,36000000.0
2088,South Africa,2002,6.84860367963796,356357408,7.7216,83215040.1,396800000.0,848.8,1.37,36800000.0
2089,South Africa,2003,6.51979635235123,404173093,8.6511,85779244.5,417930000.0,915.2,1.48,39000000.0
2090,South Africa,2004,6.2252966448762,449078688,9.4959,88737230.10000001,445750000.0,836.1,1.57,41300000.0
2091,South Africa,2005,6.09403918174484,415924640,8.6867,91823669.2,447080000.0,716.1,1.41,43200000.0
2092,South Africa,2006,6.1302682233881,446622588,9.2107,87737566.8,447830000.0,552.6,1.46,44400000.0
2093,South Africa,2007,6.144746554268489,464800275,9.4626,92782408.8,468370000.0,576.4,1.48,48800000.0
2094,South Africa,2008,6.23852146992469,494642254,9.9367,93004057.4,502330000.0,778.0,1.54,48800000.0
2095,South Africa,2009,6.381010187420031,502259444,9.9503,96757937.0,482210000.0,730.1,1.59,46800000.0
2096,South Africa,2010,6.50131237557014,466930008,9.1167,96224851.1,490010000.0,780.1,1.4,48100000.0
2097,South Africa,2011,6.61298474179287,473948952,9.1137,96159349.3,476140000.0,667.25,1.38,50500000.0
2098,South Africa,2012,6.732883484338931,461138966,8.7283,97766966.4,496320000.0,575.44,1.32,50500000.0
2099,South Africa,2013,6.826352598604781,455865944,8.4912,98563338.8,505110000.0,426.44,1.29,55300000.0
2100,South Korea,1991,7.964129687776681,275656518,6.3555,64707695.3,277550000.0,0.0,1.19,49000000.0
2101,South Korea,1992,7.777693757892309,300032947,6.8425,67226409.1,302120000.0,41823.2,1.33,54500000.0
2102,South Korea,1993,7.62725168657445,330271665,7.4495,71853139.9,333000000.0,25913.8,1.45,61500000.0
2103,South Korea,1994,7.51499771433526,355836406,7.9392,75911088.1,360570000.0,26222.6,1.55,64599999.99999999
2104,South Korea,1995,7.36379880182483,383696012,8.4715,79828154.2,392980000.0,15083.1,1.64,72500000.0
2105,South Korea,1996,7.27414078294132,421094512,9.204,84157606.9,420920000.0,13888.2,1.74,76400000.0
2106,South Korea,1997,7.25214778709517,445188245,9.6369,86325770.6,446720000.0,15258.7,1.83,78100000.0
2107,South Korea,1998,7.221833854939449,378444346,8.1175,77391901.7,381940000.0,8765.3,1.56,65200000.0
2108,South Korea,1999,7.22991536906598,410995617,8.7414,79283701.3,419830000.0,11574.3,1.68,71800000.0
2109,South Korea,2000,7.15111981916731,440530735,9.298,83357193.10000001,477350000.0,13746.1,1.75,77800000.0
2110,South Korea,2001,7.025033583392521,456245393,9.5636,86013209.7,485320000.0,10382.3,1.79,81000000.0
2111,South Korea,2002,6.91970379525649,476789310,9.9332,85851400.9,478120000.0,11745.9,1.83,86400000.0
2112,South Korea,2003,6.8565938361227,485954842,10.0693,85878433.8,486050000.0,9447.0,1.78,88300000.0
2113,South Korea,2004,6.80846811230401,492249170,10.1508,86996508.1,510140000.0,7472.3,1.72,88900000.0
2114,South Korea,2005,6.71776099059166,499564402,10.2578,86085304.39999999,505580000.0,5337.0,1.69,86100000.0
2115,South Korea,2006,6.591210797787859,504505722,10.3212,87163156.4,508670000.0,6464.1,1.65,86000000.0
2116,South Korea,2007,6.453373509772679,522906312,10.664,88477119.7,517490000.0,4557.2,1.66,88600000.0
2117,South Korea,2008,6.33810729149245,534024939,10.858,85611380.7,531530000.0,4052.4,1.67,84200000.0
2118,South Korea,2009,6.22679609684553,539230049,10.9272,87019387.5,545250000.0,4272.3,1.71,85100000.0
2119,South Korea,2010,6.16358771488387,595589920,12.021,90911861.4,598000000.0,2113.9,1.79,86600000.0
2120,South Korea,2011,6.22396864634722,624550333,12.5447,91523152.7,631360000.0,2119.34,1.81,85100000.0
2121,South Korea,2012,6.422691976431059,628935863,12.5635,91318062.1,636170000.0,2088.17,1.8,87600000.0
2122,South Korea,2013,6.65551849872085,635791455,12.6285,91504973.1,635550000.0,1893.13,1.8,90900000.0
2123,Sri Lanka,1990,13.457248534250748,3830820,0.2211,18735417.9,28170000.0,218.2,0.02,2500000.0
2124,Sri Lanka,1991,12.98322746496726,4138236,0.236,17716120.400000002,28080000.0,215.2,0.02,2500000.0
2125,Sri Lanka,1992,12.92999490900389,5106336,0.2879,17774293.9,29930000.0,240.4,0.02,2800000.0
2126,Sri Lanka,1993,12.96417474169886,4975431,0.2776,18204037.8,30380000.0,332.5,0.02,3000000.0
2127,Sri Lanka,1994,12.94034863136152,5435205,0.3004,18792085.5,31320000.0,377.7,0.02,3500000.0
2128,Sri Lanka,1995,12.33774291428133,5814277,0.3187,18547784.6,31520000.0,552.2,0.02,3700000.0
2129,Sri Lanka,1996,12.274462373426,6970579,0.3795,16618280.599999998,31180000.0,566.2,0.03,5100000.0
2130,Sri Lanka,1997,12.28929021878224,7520293,0.4071,16493160.4,29080000.0,355.4,0.03,4700000.0
2131,Sri Lanka,1998,12.05021777360385,7735926,0.4167,15759664.9,26490000.0,314.6,0.03,4900000.0
2132,Sri Lanka,1999,12.12538808233772,8516617,0.4563,16600725.2,25730000.0,273.5,0.03,5400000.0
2133,Sri Lanka,2000,11.91282677172346,10134099,0.5397,16154848.5,24810000.0,252.0,0.04,5200000.0
2134,Sri Lanka,2001,11.94308376450026,10326369,0.546,16323141.499999998,25890000.0,227.5,0.04,5200000.0
2135,Sri Lanka,2002,12.00884916357374,10948020,0.5743,16776607.8,26930000.0,227.4,0.04,5300000.0
2136,Sri Lanka,2003,12.041730767583353,10953041,0.5698,17579160.8,28100000.0,212.8,0.04,5700000.0
2137,Sri Lanka,2004,9.75583369473699,12147363,0.6266,16312423.2,28320000.0,198.8,0.04,5800000.0
2138,Sri Lanka,2005,12.01213819714476,11935225,0.6107,17943434.400000002,30340000.0,163.6,0.04,6300000.0
2139,Sri Lanka,2006,11.98456918640956,11792541,0.5987,16593760.2,26230000.0,117.7,0.04,6000000.0
2140,Sri Lanka,2007,12.051689647781073,12151910,0.6124,16066754.6,27150000.0,77.6,0.04,6600000.0
2141,Sri Lanka,2008,11.73824816048295,11987291,0.5998,17887563.5,27450000.0,10.3,0.04,6000000.0
2142,Sri Lanka,2009,11.63974701760936,12944645,0.6433,17168603.2,26640000.0,13.5,0.04,5500000.0
2143,Sri Lanka,2010,11.76734586914399,13050987,0.6441,18422363.7,27860000.0,14.5,0.04,6900000.0
2144,Sri Lanka,2011,12.17834962915016,14886152,0.7298,19447922.4,31410000.0,16.33,0.04,7400000.0
2145,Sri Lanka,2012,11.83900970335307,15798102,0.7694,19726836.0,32890000.0,18.02,0.05,7400000.0
2146,Sri Lanka,2013,11.36905253030042,14679056,0.7104,20262191.4,30540000.0,13.37,0.04,7700000.0
2147,Sri Lanka,2014,11.01569512584957,17690987,0.851,18092564.3,33480000.0,12.89,0.05,8100000.0
2148,Sudan,1991,19.48459373350038,4466480,0.2138,328832649.4,110050000.0,612.2,0.02,3100000.0
2149,Sudan,1993,19.17473192672965,2746330,0.1219,339255509.1,115370000.0,333.7,0.01,2000000.0
2150,Sudan,1994,19.40789523937655,3784971,0.1622,343257619.1,119720000.0,355.8,0.02,3000000.0
2151,Sudan,1995,19.27595750730165,3902880,0.162,344661455.0,120630000.0,643.8,0.02,2800000.0
2152,Sudan,1996,19.0708953372084,4027584,0.1625,301833359.1,110480000.0,436.4,0.02,2600000.0
2153,Sudan,1997,18.87665251959593,4940026,0.1944,315070559.5,115630000.0,314.8,0.02,3100000.0
2154,Sudan,1998,18.669368958002668,4285317,0.1647,334230197.3,121930000.0,299.7,0.02,3000000.0
2155,Sudan,1999,18.82780456317697,4645209,0.1745,331948631.8,122440000.0,299.7,0.02,2400000.0
2156,Sudan,2000,18.64888934130472,5055397,0.1853,333607893.8,125770000.0,296.7,0.02,2600000.0
2157,Sudan,2001,18.47562805853456,5817098,0.208,353944805.3,150720000.0,271.2,0.02,3400000.0
2158,Sudan,2002,18.17349230605292,7417876,0.2584,441793134.3,178510000.0,258.2,0.03,3900000.0
2159,Sudan,2003,17.87845206128073,8284643,0.2812,329820484.7,152670000.0,218.9,0.03,3800000.0
2160,Sudan,2004,17.48709425770776,10470832,0.3466,414198945.1,173120000.0,242.7,0.04,4200000.0
2161,Sudan,2005,17.96564448581211,10028067,0.324,369107820.4,167240000.0,227.2,0.03,4900000.0
2162,Sudan,2006,17.81014678407928,10983681,0.3469,370936035.7,142360000.0,163.9,0.04,5900000.0
2163,Sudan,2007,17.67285508679252,12904736,0.3988,365908143.0,147020000.0,106.4,0.04,6500000.0
2164,Sudan,2008,17.541065745948508,13634101,0.4124,379336335.5,150870000.0,92.8,0.04,7700000.0
2165,Sudan,2009,17.25470445009342,14188878,0.42,519310751.9,185070000.0,73.4,0.04,7800000.0
2166,Sudan,2010,17.16037503328795,14397601,0.4168,400553249.0,155100000.0,56.2,0.04,8800000.0
2167,Sudan,2011,16.85067524065472,14016871,0.3965,463859780.3,172260000.0,56.2,0.04,8800000.0
2168,Sudan,2012,16.864776049044462,14538701,0.4017,427603115.8,142860000.0,60.11,0.04,8500000.0
2169,Sudan,2013,16.60485030262856,16175480,0.4363,343076787.79999995,142940000.0,51.94,0.05,8199999.999999999
2170,Suriname,2000,10.14176446924103,2192347,4.6552,3584001.2,5330000.0,49.0,0.01,300000.0
2171,Suriname,2001,9.93595770885252,2362832,4.958,3724082.5,5440000.0,51.0,0.01,300000.0
2172,Suriname,2002,9.6575431815015,1560114,3.2352,5296640.100000001,6500000.0,51.0,0.01,400000.0
2173,Suriname,2003,9.244782318290827,1537767,3.1516,8618003.9,9970000.0,12.4,0.01,500000.0
2174,Suriname,2004,8.79131619432004,1555785,3.1514,7104429.8,8620000.0,9.6,0.01,500000.0
2175,Suriname,2005,8.43834106597004,1588520,3.1805,4466999.699999999,6120000.0,8.5,0.01,500000.0
2176,Suriname,2006,8.198381502033419,1738560,3.4407,4846905.399999999,6410000.0,1.4,0.01,500000.0
2177,Suriname,2007,7.984951028096241,1756384,3.4359,4114432.4,5630000.0,2.7,0.01,500000.0
2178,Suriname,2008,7.78367268636381,1935232,3.7423,5218680.3,6870000.0,0.7,0.01,600000.0
2179,Suriname,2009,7.702037062857971,1994368,3.8125,5986798.399999999,7700000.0,2.7,0.01,600000.0
2180,Suriname,2010,7.62589611972035,2395704,4.5277,5002780.7,6930000.0,1.3,0.01,600000.0
2181,Suriname,2011,7.6404450084108495,2179800,4.073,4995384.7,7200000.0,4.01,0.01,600000.0
2182,Suriname,2012,7.71227825014773,2634976,4.8683,5106994.8,7420000.0,1.51,0.01,700000.0
2183,Suriname,2013,7.887305887826581,2744348,5.0144,5408467.5,7830000.0,1.24,0.01,600000.0
2184,Sweden,1990,2.89593095443782,57378338,6.6973,53351593.0,48040000.0,2621.3,0.25,19900000.0
2185,Sweden,1991,2.78746717269388,57752857,6.6959,52626279.2,48660000.0,1648.3,0.25,19600000.0
2186,Sweden,1992,2.66983429384772,57495155,6.6187,52866729.7,51260000.0,1691.9,0.25,20300000.0
2187,Sweden,1993,2.58642012642518,57536238,6.578,53482144.400000006,51160000.0,1051.1,0.25,19400000.0
2188,Sweden,1994,2.46530199764484,59999754,6.8195,53734182.2,53010000.0,418.2,0.26,20100000.0
2189,Switzerland,1990,5.836165490211799,44152768,6.6366,12090278.1,50770000.0,3393.6,0.19,14500000.0
2190,Switzerland,1991,5.73209443690271,46132169,6.8661,12125178.1,53000000.0,2883.0,0.2,14900000.0
2191,Switzerland,1992,5.6066017294647,46008823,6.7731,11701278.1,52940000.0,1902.8,0.2,15300000.0
2192,Switzerland,1993,5.458005462324231,43600912,6.3475,11690878.1,50430000.0,1585.9,0.19,14300000.0
2193,Switzerland,1994,5.34352941806404,42675783,6.1507,11729900.8,49620000.0,950.2,0.19,14600000.0
2194,Switzerland,1995,5.16653676891156,43412719,6.2058,11522149.9,50580000.0,380.7,0.19,14400000.0
2195,Switzerland,1996,5.01370430035294,44098704,6.2658,11485589.5,51110000.0,13.4,0.18,14400000.0
2196,Switzerland,1997,4.8917041259986,43037152,6.0886,11646862.7,49630000.0,11.0,0.18,14900000.0
2197,Switzerland,1998,4.74129566124639,44614714,6.2911,11758036.0,51170000.0,15.9,0.18,15000000.0
2198,Switzerland,1999,4.55893782617027,44445861,6.2468,12545662.4,51310000.0,25.4,0.18,15000000.0
2199,Switzerland,2000,4.36313671950115,43617591,6.1057,12635314.5,50550000.0,30.2,0.17,16500000.0
2200,Switzerland,2001,4.172676145746,45082401,6.2796,12945622.6,52460000.0,27.2,0.18,16200000.0
2201,Switzerland,2002,4.06653234707431,43467507,6.0201,12766970.3,50800000.0,26.2,0.17,16300000.0
2202,Switzerland,2003,3.92042385631211,44651905,6.1433,12853758.4,51990000.0,16.2,0.16,16399999.999999998
2203,Switzerland,2004,3.76192062353398,45236397,6.1767,12969993.0,52390000.0,2.1,0.16,16500000.0
2204,Switzerland,2005,3.62898858175518,45788174,6.1986,13229916.6,53110000.0,-16.1,0.15,16600000.000000002
2205,Switzerland,2006,3.55900184147282,45373455,6.0839,13526816.8,50960000.0,10.6,0.15,16700000.0
2206,Switzerland,2007,3.5196132648407605,43368090,5.754,13601795.3,49090000.0,9.5,0.14,17000000.0
2207,Switzerland,2008,3.4732324209581096,44714048,5.8658,13723614.8,50630000.0,10.0,0.14,17400000.0
2208,Switzerland,2009,3.45817878846576,43534481,5.6436,13394439.1,49150000.0,12.0,0.14,17200000.0
2209,Switzerland,2010,3.4101711511203003,45049377,5.7691,13532067.1,50770000.0,1.6,0.14,17200000.0
2210,Switzerland,2011,3.32330625013569,40985444,5.1834,13376202.0,48420000.0,1.35,0.12,17000000.0
2211,Switzerland,2012,3.2303123267799,42254632,5.2765,13244363.8,49760000.0,0.9,0.12,17100000.0
2212,Switzerland,2013,3.11395712253091,43185681,5.3257,13445122.3,50790000.0,1.4,0.12,17100000.0
2213,Syria,1990,12.8736438756449,37045335,2.9764,13514090.0,56950000.0,1275.4,0.16,7200000.0
2214,Syria,1991,12.99217785728245,42200815,3.293,13973290.0,61360000.0,1398.8,0.18,7600000.0
2215,Syria,1992,13.153984170116187,42561742,3.2274,14969690.0,62510000.0,1492.5,0.19,7200000.0
2216,Syria,1993,13.116480732584602,45221633,3.3337,14931890.0,63010000.0,1578.5,0.2,7500000.0
2217,Syria,1994,13.12609053857335,46190068,3.311,15883590.0,66390000.0,2846.5,0.2,7500000.0
2218,Syria,1995,13.15798453870953,41200149,2.872,16234089.999999998,70520000.0,3007.5,0.18,7500000.0
2219,Syria,1996,13.0726127268542,42322200,2.8685,16851418.299999997,73730000.0,3015.0,0.18,8800000.0
2220,Syria,1997,12.90472606422248,45377967,2.9903,16975414.900000002,74200000.0,2756.2,0.19,9000000.0
2221,Syria,1998,12.72188311635655,49756322,3.1896,17248718.3,77460000.0,1741.5,0.21,9300000.0
2222,Syria,1999,12.49442527334549,51772170,3.2329,16779979.4,76500000.0,1808.5,0.21,8000000.0
2223,Syria,2000,12.47139971470167,50481212,3.0761,16996303.2,76450000.0,1712.5,0.2,8500000.0
2224,Syria,2001,12.47848464027997,48139900,2.8712,15741591.9,76970000.0,1988.9,0.19,8000000.0
2225,Syria,2002,12.555208279691248,38439424,2.2499,16256025.000000002,77580000.0,1754.1,0.15,8700000.0
2226,Syria,2003,12.69911575431938,53581772,3.0767,16554854.7,77900000.0,1654.1,0.2,7900000.0
2227,Syria,2004,12.82371905050228,50384730,2.8262,18764439.8,80270000.0,1302.2,0.18,10300000.0
2228,Syria,2005,12.81555178411358,49881564,2.7167,21468004.2,91420000.0,1100.3,0.17,13600000.0
2229,Syria,2006,12.83550186309664,52841498,2.7725,22177297.7,94680000.0,710.8,0.17,14500000.0
2230,Syria,2007,13.143166157286007,65718960,3.3061,23086956.6,97960000.0,372.3,0.21,15100000.0
2231,Syria,2008,13.50328398334328,66876696,3.2364,22148600.0,98980000.0,289.8,0.21,15200000.0
2232,Syria,2009,13.732706523895368,61562260,2.9031,21416700.0,93910000.0,230.7,0.19,12800000.0
2233,Syria,2010,13.77633440388577,60716515,2.8422,20485900.0,93100000.0,167.5,0.18,12300000.0
2234,Syria,2011,12.6962948881451,57784694,2.741,20817500.0,86740000.0,176.57,0.17,11800000.0
2235,Syria,2012,9.64233264686618,47230831,2.3108,18956011.0,71310000.0,83.18,0.14,8400000.0
2236,Syria,2013,9.807254494649,34233685,1.7485,16800934.4,57300000.0,28.03,0.1,7200000.0
2237,Tajikistan,1991,19.4971694888851,9767464,1.8086,6351660.0,17040000.0,93.3,0.04,700000.0
2238,Tajikistan,1995,19.27712515545849,2445277,0.4242,5319770.0,8140000.000000001,32.7,0.01,200000.0
2239,Tajikistan,1996,18.45058321325759,2823798,0.4826,4988081.7,7450000.0,38.2,0.01,100000.0
2240,Tajikistan,1997,19.06143753605025,2150084,0.3621,4902297.4,7720000.0,51.6,0.01,100000.0
2241,Tajikistan,1998,18.99621628524829,2496671,0.4142,4706780.0,7690000.0,60.1,0.01,100000.0
2242,Tajikistan,1999,19.29903359125344,2517199,0.4113,4603550.0,7140000.0,52.4,0.01,100000.0
2243,Tajikistan,2000,19.27079266785102,2233862,0.3594,4628050.0,6840000.0,28.7,0.01,0.0
2244,Tajikistan,2001,19.08371481996666,2287606,0.362,4677250.0,6740000.0,29.4,0.01,100000.0
2245,Tajikistan,2002,18.64255419501528,1877243,0.2921,4880010.0,6730000.0,12.6,0.01,100000.0
2246,Tajikistan,2003,18.121966595865,2070857,0.3166,5078790.0,6960000.0,5.9,0.01,100000.0
2247,Tajikistan,2004,17.61361148570659,2560492,0.3843,5403640.0,7660000.0,3.1,0.01,100000.0
2248,Tajikistan,2005,17.32456997821324,2439487,0.3593,5645860.0,7730000.0,3.5,0.01,100000.0
2249,Tajikistan,2006,17.24370306261129,2655168,0.3836,5957530.0,8270000.0,3.6,0.01,200000.0
2250,Tajikistan,2007,17.270874065932702,3227096,0.4569,6131110.0,9000000.0,3.8,0.01,300000.0
2251,Tajikistan,2008,17.20585496805751,2896020,0.4017,6989800.0,9310000.0,3.9,0.01,300000.0
2252,Tajikistan,2009,17.07397911906147,2443974,0.3318,7376250.0,8990000.0,2.6,0.01,200000.0
2253,Tajikistan,2010,16.963558448909772,2536415,0.337,7492640.0,9030000.0,2.8,0.01,300000.0
2254,Tajikistan,2011,16.95476031903877,2340736,0.3041,7758340.0,9320000.0,2.9,0.01,300000.0
2255,Tajikistan,2012,16.83457003662697,2933412,0.3725,8366709.999999999,10130000.0,3.03,0.01,900000.0
2256,Tajikistan,2013,16.73850913173014,2906893,0.3607,8800350.0,10530000.0,2.28,0.01,900000.0
2257,Tanzania,1991,13.073969448352752,2255268,0.0866,270525831.5,289720000.0,0.0,0.01,700000.0
2258,Tanzania,1993,12.285630774582607,2426036,0.087,271193737.6,290230000.0,188.3,0.01,700000.0
2259,Tanzania,1994,11.94064052552395,2063123,0.0717,271495040.7,290430000.0,266.1,0.01,700000.0
2260,Tanzania,1995,11.65110837548945,2433890,0.0821,274876125.7,294350000.0,284.1,0.01,900000.0
2261,Tanzania,1996,11.371842771376013,2526706,0.083,278238118.3,296550000.0,297.5,0.01,1200000.0
2262,Tanzania,1997,11.201305710261911,2824358,0.0905,264046668.3,281670000.0,225.2,0.01,1200000.0
2263,Tanzania,1998,11.11290963227515,2480937,0.0777,279316660.8,299430000.0,131.8,0.01,1400000.0
2264,Tanzania,1999,10.99273672065195,2458755,0.0752,276541850.1,294330000.0,99.6,0.01,1200000.0
2265,Tanzania,2000,10.856856816260011,2571821,0.0768,253447959.2,268840000.0,215.5,0.01,1500000.0
2266,Tanzania,2001,10.76927431690261,3040810,0.0884,289208908.9,309860000.0,131.2,0.01,1700000.0
2267,Tanzania,2002,10.84159296483754,3485616,0.0986,275179658.7,296710000.0,71.5,0.01,2200000.0
2268,Tanzania,2003,10.98359141420758,3687241,0.1015,293703320.0,320230000.0,148.2,0.01,2300000.0
2269,Tanzania,2004,11.07889788331832,4232275,0.1132,296289435.6,323080000.0,98.8,0.01,2400000.0
2270,Tanzania,2005,11.11568962664398,5359481,0.1394,308917660.8,339340000.0,104.3,0.02,2700000.0
