,Entity,Year,Deaths %,CO2 Emissions,CO2 Emissions Per Cap,Food Emissions,Total GHG,Consumption of Ozone,Shared CO2 Emissions,Transport,Death_rate_ambient_ozone_pol,Death_rate_household_air_pol,Death_rate_all_causes,Death_actual_ozone,Death_actual_particulate,Death_actual_household,Death_under5,Death_5-14,Death_50-69,Death_70+,Death_15-49
2252,Tajikistan,2009,17.07397911906147,2443974,0.3318,7376250.0,8990000.0,2.6,0.01,200000.0,4.929015720028679,106.82760009160532,91.0012299915804,144.44331005494905,3191.7954355447982,3796.4173736666585,528.1505440823231,23.953067483699098,954.416779848956,1517.6546720257843,312.0636821589796
2253,Tajikistan,2010,16.963558448909772,2536415,0.337,7492640.0,9030000.0,2.8,0.01,300000.0,4.414377278035633,105.42237152659236,96.29077703836808,130.03196384965824,3384.779821417258,3751.47986531707,527.4300887382338,22.41384833515748,1011.257921019805,1631.236931966713,322.4729952070066
2254,Tajikistan,2011,16.95476031903877,2340736,0.3041,7758340.0,9320000.0,2.9,0.01,300000.0,4.177851673443353,101.39607289707632,101.17737609048972,124.47501162576448,3595.2113328339974,3641.922151344837,535.528183147192,22.511498532284484,1094.1483901774866,1725.9738707472225,341.52440185558095
2255,Tajikistan,2012,16.83457003662697,2933412,0.3725,8366709.999999999,10130000.0,3.03,0.01,900000.0,4.240881985129625,95.43975641511432,106.13403788136075,127.010289599941,3797.6894186241534,3447.306432750313,553.8605133383212,21.84959428305147,1196.406809563137,1790.832283687222,361.7505073523623
2256,Tajikistan,2013,16.73850913173014,2906893,0.3607,8800350.0,10530000.0,2.28,0.01,900000.0,4.180355966921756,87.89041240300274,109.66762477921358,127.04986768825285,3982.811313732912,3221.8203961668023,573.1635135897897,20.18675784330565,1312.7642799453367,1818.3061121869496,385.4405178557839
2257,Tanzania,1991,13.073969448352752,2255268,0.0866,270525831.5,289720000.0,0.0,0.01,700000.0,0.2934279213348851,210.1572959946528,11.608349656995593,25.974057445618296,2210.418923361587,42179.17005529482,1292.7475032589714,28.31060586531668,365.3876533972211,436.6104201969024,113.33679808879486
2258,Tanzania,1993,12.285630774582607,2426036,0.087,271193737.6,290230000.0,188.3,0.01,700000.0,0.2260789004359494,205.22366724867908,11.892319515005912,21.31061900489102,2348.134323861388,42765.29855876166,1338.9502528511034,29.50150851460009,395.4078137692513,479.5573985462713,126.02796918505425
2259,Tanzania,1994,11.94064052552395,2063123,0.0717,271495040.7,290430000.0,266.1,0.01,700000.0,0.1897586655128243,203.08534415824064,12.129151715545357,18.408164659646488,2435.222042443895,43073.73805659143,1370.755882683024,30.425100376874088,415.35891504265567,503.5845759665676,133.50573303441894
2260,Tanzania,1995,11.65110837548945,2433890,0.0821,274876125.7,294350000.0,284.1,0.01,900000.0,0.2040020511617725,200.46233212467325,12.359048357031895,20.32600091133902,2518.556290875348,43191.86320166551,1398.2470194695036,31.182098228593507,436.9915468774785,531.2317155615091,141.22991164960047
2261,Tanzania,1996,11.371842771376013,2526706,0.083,278238118.3,296550000.0,297.5,0.01,1200000.0,0.1984210695982667,197.0271718232203,12.65715741340756,20.32120721777777,2626.686803211866,43254.31423834095,1444.092640055011,31.6115954964974,460.4392133436107,560.653385020627,150.21117651390102
